掲載ページ,漢字識別番号,字体識別番号,漢字,字体,漢検級,補足
752,2611,3112,舂,,1級,
752,2612,3113,菖,,準1級,
752,2613,3114,訟,,準2級,
753,2614,3115,逍,,1級,
753,2615,3116,勝,,8級,
753,2615,3117,,旧字,1/準1級,
753,2616,3118,廂,,1級,
753,2617,3119,掌,,3級,
754,2618,3120,敞,,1級,
754,2619,3121,晶,,3級,
754,2620,3122,椒,,1級,
754,2621,3123,椄,,1級,
754,2622,3124,湘,,準1級,
754,2623,3125,焼,,7級,
754,2623,3126,燒,旧字,1/準1級,
755,2624,3127,焦,,3級,
755,2625,3128,硝,,準2級,
755,2625,3129,,旧字,1/準1級,
756,2626,3130,稍,,1級,
756,2627,3131,竦,,1級,
756,2628,3132,粧,,準2級,
756,2629,3133,翔,,1級,
756,2629,3134,,旧字,1/準1級,
756,2630,3135,証,,6級,
756,2630,3136,證,旧字,1/準1級,
757,2631,3137,詔,,準2級,
757,2632,3138,象,,6級,
757,2633,3139,鈔,,1級,
757,2634,3140,傷,,5級,
758,2635,3141,奨,,準2級,
758,2635,3142,奬,旧字,1/準1級,
758,2636,3143,照,,7級,
758,2637,3144,睫,,1級,
758,2638,3145,筱,,1級,
758,2639,3146,蛸,,準1級,
758,2639,3147,,異体字,,
759,2640,3148,詳,,4級,
759,2641,3149,頌,,1級,
759,2642,3150,嘗,,準1級,
759,2643,3151,嶂,,1級,
759,2644,3152,彰,,準2級,
760,2645,3153,慴,,1級,
760,2646,3154,摺,,準1級,
760,2646,3155,,異体字,,
760,2647,3156,,,1級,扌舂
760,2648,3157,蔣,,準1級,
760,2648,3158,蒋,異体字,,
760,2649,3159,裳,,準1級,
760,2650,3160,誚,,1級,
760,2651,3161,誦,,1級,
760,2652,3162,障,,5級,
761,2653,3163,韶,,1級,
761,2654,3164,廠,,準1級,
761,2654,3165,厰,異体字,,
761,2655,3166,憧,,2級,
761,2656,3167,慫,,1級,
761,2657,3168,憔,,1級,
761,2658,3169,樟,,準1級,
761,2659,3170,樅,,1級,
761,2660,3171,殤,,1級,
761,2661,3172,漿,,1級,
762,2662,3173,璋,,1級,
762,2663,3174,蕉,,準1級,
762,2664,3175,衝,,3級,
762,2665,3176,賞,,6級,
762,2666,3177,銷,,1級,
763,2667,3178,霄,,1級,
763,2668,3179,餉,,1級,
763,2669,3180,嘯,,1級,
763,2670,3181,樵,,準1級,
763,2671,3182,橡,,準1級,
763,2672,3183,瘴,,1級,
764,2673,3184,蕭,,1級,
764,2674,3185,薔,,1級,
764,2675,3186,踵,,1級,
764,2676,3187,錆,,準1級,
764,2676,3188,,異体字,,
764,2677,3189,霎,,1級,
764,2678,3190,鞘,,準1級,
764,2678,3191,,異体字,,
764,2679,3192,償,,準2級,
765,2680,3193,燮,,1級,
765,2681,3194,檣,,1級,
765,2682,3195,牆,,1級,
765,2682,3196,墻,異体字,,
765,2683,3197,礁,,準2級,
765,2684,3198,篠,,準1級,
765,2684,3199,,異体字,,
765,2685,3200,聳,,1級,
766,2686,3201,鍬,,準1級,
766,2687,3202,鍾,,準1級,
766,2688,3203,聶,,1級,
766,2689,3204,觴,,1級,
766,2690,3205,蹤,,1級,
766,2691,3206,醬,,準1級,
766,2691,3207,醤,異体字,,
766,2692,3208,鬆,,1級,
767,2693,3209,鮹,,1級,
767,2694,3210,瀟,,1級,
767,2695,3211,簫,,1級,
767,2696,3212,艢,,1級,
767,2697,3213,鏘,,1級,
767,2698,3214,鐘,,3級,
767,2699,3215,囁,,1級,
767,2700,3216,懾,,1級,
767,2701,3217,鱆,,1級,
767,2702,3218,鷦,,1級,
768,2703,3219,鱶,,1級,
768,2704,3220,顳,,1級,
768,2705,3221,上,,10級,
770,2706,3222,丈,,4級,
771,2707,3223,仍,,1級,
771,2708,3224,冗,,3級,
771,2709,3225,仗,,1級,
771,2710,3226,条,,6級,
771,2710,3227,條,旧字,1/準1級,
772,2711,3228,杖,,準1級,
772,2712,3229,状,,6級,
772,2712,3230,狀,旧字,1/準1級,
772,2713,3231,乗,,8級,
772,2713,3232,乘,旧字,1/準1級,
772,2714,3233,城,,7級,
772,2714,3234,,旧字,1/準1級,
773,2715,3235,拯,,1級,
773,2716,3236,浄,,準2級,
773,2716,3237,淨,旧字,1/準1級,
774,2717,3238,茸,,準1級,
774,2718,3239,烝,,1級,
774,2719,3240,剰,,準2級,
774,2719,3241,剩,旧字,1/準1級,
774,2720,3242,常,,6級,
775,2721,3243,情,,6級,
775,2721,3244,,旧字,1/準1級,
776,2722,3245,掟,,1級,
777,2723,3246,場,,9級,
777,2724,3247,畳,,4級,
777,2724,3248,疊,旧字,1/準1級,
777,2725,3249,嫋,,1級,
777,2726,3250,蒸,,5級,
778,2727,3251,縄,,7級,
778,2727,3252,繩,旧字,1/準1級,
778,2728,3253,蕘,,1級,
778,2729,3254,諚,,1級,
778,2730,3255,壌,,準2級,
778,2730,3256,壤,旧字,1/準1級,
778,2731,3257,嬢,,3級,
778,2731,3258,孃,旧字,1/準1級,
778,2732,3259,遶,,1級,
778,2733,3260,錠,,3級,
779,2734,3261,嬲,,1級,
779,2735,3262,襄,,1級,
779,2736,3263,擾,,準1級,
779,2737,3264,穣,,準1級,
779,2737,3265,穰,旧字,1/準1級,
779,2738,3266,繞,,1級,
779,2739,3267,攘,,1級,
779,2740,3268,譲,,3級,
779,2740,3269,讓,旧字,1/準1級,
779,2741,3270,醸,,準2級,
779,2741,3271,釀,旧字,1/準1級,
780,2742,3272,饒,,1級,
780,2743,3273,禳,,1級,
780,2744,3274,躡,,1級,
780,2745,3275,鑷,,1級,
780,2746,3276,驤,,1級,
780,2747,3277,色,,9級,
781,2748,3278,昃,,1級,
781,2749,3279,拭,,2級,
781,2750,3280,食,,9級,
782,2751,3281,埴,,準1級,
783,2752,3282,喞,,1級,
783,2753,3283,寔,,1級,
783,2754,3284,植,,8級,
783,2755,3285,殖,,4級,
783,2756,3286,嗇,,1級,
783,2757,3287,蜀,,1級,
784,2758,3288,触,,4級,
784,2758,3289,觸,旧字,1/準1級,
784,2759,3290,軾,,1級,
784,2760,3291,飾,,4級,
784,2760,3292,,旧字,1/準1級,
784,2761,3293,嘱,,3級,
784,2761,3294,囑,旧字,1/準1級,
785,2762,3295,禝,,1級,
785,2763,3296,稷,,1級,
785,2764,3297,蝕,,準1級,
785,2764,3298,,異体字,,
785,2765,3299,燭,,準1級,
785,2766,3300,謖,,1級,
785,2767,3301,穡,,1級,
785,2768,3302,織,,6級,
785,2769,3303,職,,6級,
786,2770,3304,贖,,1級,
786,2771,3305,矚,,1級,
786,2772,3306,辱,,3級,
786,2773,3307,溽,,1級,
786,2774,3308,蓐,,1級,
786,2775,3309,褥,,1級,
786,2776,3310,縟,,1級,
787,2777,3311,尻,,2級,
788,2778,3312,心,,9級,
790,2779,3313,申,,8級,
791,2780,3314,伸,,3級,
791,2781,3315,岑,,1級,
791,2782,3316,忱,,1級,
791,2783,3317,沁,,1級,
791,2784,3318,臣,,7級,
792,2785,3319,芯,,2級,
792,2786,3320,身,,8級,
793,2787,3321,辛,,3級,
794,2788,3322,辰,,準1級,
794,2789,3323,呻,,1級,
794,2790,3324,抻,,1級,
794,2791,3325,信,,7級,
795,2792,3326,侵,,4級,
795,2792,3327,,旧字,1/準1級,
796,2793,3328,哂,,1級,
796,2794,3329,津,,準2級,
796,2795,3330,矧,,準1級,
796,2796,3331,神,,8級,
796,2796,3332,神,旧字,1/準1級,
798,2797,3333,唇,,準2級,
798,2798,3334,娠,,準2級,
798,2799,3335,宸,,1級,
798,2800,3336,振,,4級,
798,2801,3337,晋,,準1級,
798,2801,3338,晉,旧字,1/準1級,
798,2802,3339,浸,,4級,
799,2803,3340,畛,,1級,
799,2804,3341,疹,,準1級,
799,2805,3342,真,,8級,
799,2805,3343,眞,旧字,1/準1級,
801,2806,3344,秦,,準1級,
801,2807,3345,袗,,1級,
801,2808,3346,針,,5級,
802,2809,3347,晨,,1級,
802,2810,3348,深,,8級,
803,2811,3349,紳,,準2級,
803,2812,3350,脣,,1級,
803,2813,3351,進,,8級,
803,2813,3352,,旧字,1/準1級,
804,2814,3353,森,,10級,
804,2815,3354,診,,準2級,
804,2816,3355,軫,,1級,
804,2817,3356,嗔,,1級,
804,2818,3357,寝,,4級,
805,2818,3358,寢,旧字,1/準1級,
805,2819,3359,慎,,4級,
805,2819,3360,愼,旧字,1/準1級,
806,2820,3361,斟,,1級,
806,2821,3362,新,,9級,
807,2822,3363,罧,,1級,
807,2823,3364,蓁,,1級,
808,2824,3365,蜃,,1級,
808,2825,3366,榛,,準1級,
